NU_ANO_CENSO|ID_MATRICULA|CO_PESSOA_FISICA|NU_DIA|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|NU_DURACAO_TURMA|NU_DUR_ATIV_COMP_MESMA_REDE|NU_DUR_ATIV_COMP_OUTRAS_REDES|NU_DUR_AEE_MESMA_REDE|NU_DUR_AEE_OUTRAS_REDES|NU_DIAS_ATIVIDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|TP_OUTRO_LOCAL_AULA|IN_TRANSPORTE_PUBLICO|TP_RESPONSAVEL_TRANSPORTE|IN_TRANSP_VANS_KOMBI|IN_TRANSP_MICRO_ONIBUS|IN_TRANSP_ONIBUS|IN_TRANSP_BICICLETA|IN_TRANSP_TR_ANIMAL|IN_TRANSP_OUTRO_VEICULO|IN_TRANSP_EMBAR_ATE5|IN_TRANSP_EMBAR_5A15|IN_TRANSP_EMBAR_15A35|IN_TRANSP_EMBAR_35|IN_TRANSP_TREM_METRO|IN_NECESSIDADE_ESPECIAL|IN_CEGUEIRA|IN_BAIXA_VISAO|IN_SURDEZ|IN_DEF_AUDITIVA|IN_SURDOCEGUEIRA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_DEF_MULTIPLA|IN_AUTISMO|IN_SINDROME_ASPERGER|IN_SINDROME_RETT|IN_TRANSTORNO_DI|IN_SUPERDOTACAO|IN_RECURSO_LEDOR|IN_RECURSO_TRANSCRICAO|IN_RECURSO_INTERPRETE|IN_RECURSO_LIBRAS|IN_RECURSO_LABIAL|IN_RECURSO_BRAILLE|IN_RECURSO_AMPLIADA_16|IN_RECURSO_AMPLIADA_20|IN_RECURSO_AMPLIADA_24|IN_RECURSO_NENHUM|TP_INGRESSO_FEDERAIS|TP_MEDIACAO_DIDATICO_PEDAGO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|TP_ETAPA_ENSINO|ID_TURMA|CO_CURSO_EDUC_PROFISSIONAL|TP_UNIFICADA|TP_TIPO_TURMA|CO_ENTIDADE|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2017|249845174|175327034100|19|3|2000|17|17|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10365475||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249845167|175327033472|2|6|1994|22|23|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10365475||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249845097|175327029017|26|12|1996|20|21|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|1|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10365475||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249845111|144864071992|5|8|1989|27|28|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|1|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10365475||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249845105|144864071305|18|7|1991|25|26|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10365475||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249844922|118321157989|23|5|1999|18|18|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10365475||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249844947|124309979830|9|11|1991|25|26|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10365475||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249844928|112746491884|16|12|1996|20|21|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10365475||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249844919|119598193640|30|5|1999|18|18|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10365475||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249844944|119632876732|7|1|2000|17|17|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10365475||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249844917|118319334038|3|11|1998|18|19|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10365475||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249844924|118322328248|10|5|2001|16|16|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10365475||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249844945|112595436766|6|8|1995|21|22|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10365475||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249844955|114728404373|10|7|1996|20|21|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|1|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10365475||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249844916|119615753962|11|3|1999|18|18|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3135209|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10365475||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249844914|119617190450|24|4|1997|20|20|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10365475||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249844918|118320968070|16|8|1998|18|19|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10365475||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249841803|111107726106|25|6|2000|16|17|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10365333||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249841805|112617565091|19|1|2001|16|16|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10365333||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249841808|114009269471|14|9|2000|16|17|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10365333||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249841802|113652185381|28|8|1999|17|18|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10365333||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249841804|111765051907|8|5|2000|17|17|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10365333||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249841740|114954594625|23|6|1999|17|18|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10365333||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249841835|114652902815|20|9|1992|24|25|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10365333||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249841807|112844045528|14|1|2001|16|16|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10365333||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249830011|110654947340|10|9|1997|19|20|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10364957||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249830033|118289905318|5|8|1999|17|18|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10364957||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249830027|118222697098|3|8|2000|16|17|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10364957||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249830035|118306998307|2|5|1999|18|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10364957||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249830018|112746519991|16|4|1998|19|19|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10364957||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249830021|113447795149|26|5|1999|18|18|260|0|0|0|0|5|2|0|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10364957||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249830032|118289783530|5|8|2000|16|17|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10364957||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|249830024|118164967318|24|11|2000|16|17|260|0|0|0|0|5|1|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10364957||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258875859|112293618985|10|6|1998|18|19|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759686||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258875910|114803906075|19|8|1995|21|22|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10759686||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258875892|113727672233|1|6|1991|25|26|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10759686||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258875870|112821997220|2|7|1996|20|21|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759686||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258875920|118003751747|10|11|1998|18|19|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759686||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258875839|111258786906|2|6|1998|18|19|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759686||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258875823|110051548568|13|12|1999|17|18|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10759686||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258875831|110730446378|6|2|2000|17|17|260|0|0|0|0|5|1|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759686||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258875837|111107672340|20|7|1999|17|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10759686||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258876067|111009936220|8|12|1997|19|20|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759686||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258876868|111525935878|22|4|2000|17|17|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759754||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258876894|113337600785|19|3|2000|17|17|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759754||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258876893|113297533721|23|8|2000|16|17|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759754||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258876856|110394012797|30|7|1994|22|23|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759754||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258876899|113563921996|12|5|1985|32|32|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759754||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258876903|113639469002|17|10|1989|27|28|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759754||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258876913|114118634294|5|11|1999|17|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759754||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258877484|116081403423|11|2|1999|18|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759754||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
