NU_ANO_CENSO|ID_MATRICULA|CO_PESSOA_FISICA|NU_DIA|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|NU_DURACAO_TURMA|NU_DUR_ATIV_COMP_MESMA_REDE|NU_DUR_ATIV_COMP_OUTRAS_REDES|NU_DUR_AEE_MESMA_REDE|NU_DUR_AEE_OUTRAS_REDES|NU_DIAS_ATIVIDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|TP_OUTRO_LOCAL_AULA|IN_TRANSPORTE_PUBLICO|TP_RESPONSAVEL_TRANSPORTE|IN_TRANSP_VANS_KOMBI|IN_TRANSP_MICRO_ONIBUS|IN_TRANSP_ONIBUS|IN_TRANSP_BICICLETA|IN_TRANSP_TR_ANIMAL|IN_TRANSP_OUTRO_VEICULO|IN_TRANSP_EMBAR_ATE5|IN_TRANSP_EMBAR_5A15|IN_TRANSP_EMBAR_15A35|IN_TRANSP_EMBAR_35|IN_TRANSP_TREM_METRO|IN_NECESSIDADE_ESPECIAL|IN_CEGUEIRA|IN_BAIXA_VISAO|IN_SURDEZ|IN_DEF_AUDITIVA|IN_SURDOCEGUEIRA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_DEF_MULTIPLA|IN_AUTISMO|IN_SINDROME_ASPERGER|IN_SINDROME_RETT|IN_TRANSTORNO_DI|IN_SUPERDOTACAO|IN_RECURSO_LEDOR|IN_RECURSO_TRANSCRICAO|IN_RECURSO_INTERPRETE|IN_RECURSO_LIBRAS|IN_RECURSO_LABIAL|IN_RECURSO_BRAILLE|IN_RECURSO_AMPLIADA_16|IN_RECURSO_AMPLIADA_20|IN_RECURSO_AMPLIADA_24|IN_RECURSO_NENHUM|TP_INGRESSO_FEDERAIS|TP_MEDIACAO_DIDATICO_PEDAGO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|TP_ETAPA_ENSINO|ID_TURMA|CO_CURSO_EDUC_PROFISSIONAL|TP_UNIFICADA|TP_TIPO_TURMA|CO_ENTIDADE|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2017|258879100|144871656283|19|7|1986|30|31|310|0|0|0|0|5|1|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759920||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258879095|144871656011|21|12|1983|33|34|310|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|1|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759920||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258879092|144871655716|4|1|2000|17|17|310|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759920||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258878819|122070016608|18|2|1984|33|33|310|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10759920||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258878954|123612168761|12|6|1981|35|36|310|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759920||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258878808|118287353709|25|3|1999|18|18|310|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759920||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258878866|122070018309|10|8|2000|16|17|310|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759920||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258878803|113639264460|5|10|1998|18|19|310|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759920||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258878802|111903339706|6|10|2000|16|17|310|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759920||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258878872|118308133230|17|12|2000|16|17|310|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759920||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258878869|118308418820|21|12|2000|16|17|310|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759920||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258878804|114941715208|31|5|2000|17|17|310|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759920||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258878810|112809146704|10|12|1999|17|18|310|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759920||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258879862|128400494490|12|1|2001|16|16|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759957||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258879755|122158820500|16|2|1997|20|20|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759957||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258879582|113296902146|31|12|1998|18|19|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10759957||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258879569|118280754503|9|1|1999|18|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10759957||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258879571|118306367587|11|3|2001|16|16|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10759957||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258879640|118269870373|7|12|1998|18|19|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759957||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258879570|118307177668|5|11|1999|17|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759957||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258879612|118233128618|7|11|1997|19|20|260|0|0|0|0|5|2|5|1|76|31|3142254|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759957||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258879688|110482092458|11|10|1997|19|20|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10759957||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258879580|118230189128|10|5|2001|16|16|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759957||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258879906|110124743560|17|2|1992|25|25|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759957||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258879502|118307657368|17|6|1999|17|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10759957||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258879574|118306480472|15|7|2000|16|17|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759957||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258879614|119936798715|31|5|2000|17|17|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759957||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258879620|119772341947|7|6|1998|18|19|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759957||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258880079|116873230544|7|12|2000|16|17|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10760005||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258880085|117040827815|20|10|1999|17|18|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|1|2|1|0|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10760005||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258880099|111780923723|28|1|2001|16|16|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10760005||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258880080|113290670022|20|6|2000|16|17|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10760005||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258880095|113743622202|25|7|2000|16|17|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10760005||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258880189|118446295899|23|7|2001|15|16|260|0|0|0|0|5|1|5|1|76|35|3550100|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10760005||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258880082|113215261994|12|8|2000|16|17|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10760005||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258880231|114637086530|22|7|1997|19|20|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10760005||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258880098|110045374090|27|2|2001|16|16|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10760005||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258880097|113215281162|18|6|2000|16|17|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10760005||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258880111|115966920736|24|3|2001|16|16|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10760005||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258880160|119394750150|12|11|2000|16|17|260|0|0|0|0|5|2|5|1|76|52|5218300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10760005||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258880084|111554484307|17|1|2001|16|16|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10760005||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258880083|112460291891|13|2|2001|16|16|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10760005||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258880086|111252573005|25|10|2000|16|17|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10760005||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258880096|112537855549|22|10|1999|17|18|260|0|0|0|0|5|1|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10760005||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258880035|114293685005|14|8|1999|17|18|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|10760005||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258873284|125157233069|4|1|1988|29|29|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759620||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258873342|125157237056|22|7|1984|32|33|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759620||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258873183|121978128907|20|10|2000|16|17|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759620||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258873143|118286965603|9|11|2000|16|17|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759620||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258873165|121978127188|8|12|2001|15|16|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759620||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258873214|122823728324|10|9|1992|24|25|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759620||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258873156|112205206752|8|7|1998|18|19|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759620||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258873142|118286922637|28|9|2000|16|17|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759620||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258873204|112844101371|19|9|1999|17|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|1|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759620||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258873195|112766138730|15|6|1991|25|26|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759620||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258873169|121978127501|23|10|1996|20|21|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759620||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258873162|114338119607|10|4|1999|18|18|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759620||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|258873144|118287007118|8|3|2001|16|16|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759620||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2017|260217236|121143322508|20|8|1999|17|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|10759620||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
